"temp_room_id","spot_id","room_code","room_title","room_size_pyeong","room_size_square_meter","room_count","base_count","max_count","offseason_weekday_min_fee","offseason_weekend_min_fee","peak_season_weekday_min_fee","peak_season_weekend_min_fee","room_intro","has_bath_facility","has_bath","has_home_theater","has_air_condition","has_tv","has_pc","has_cable","has_internet","has_refrigerator","has_toiletries","has_sofa","has_cook","has_table","has_hairdryer"
6,1971917,,계림,"4","13","0","2","2","70000","85000","125000","145000",,Y,,,Y,Y,,,Y,Y,Y,,,,Y
7,1971917,,불국,"4","15","0","2","2","65000","80000","125000","145000",,Y,,,Y,Y,,,Y,Y,Y,,,,Y
8,1971917,,연꽃,"5","17","0","2","3","80000","95000","135000","155000",,,,,Y,Y,,,Y,Y,,,,Y,Y
9,1971917,,진흥,"7","23","0","2","4","90000","105000","145000","165000",,Y,,,Y,Y,,,Y,Y,Y,,,,Y
10,1971917,,보문,"4","15","0","2","2","65000","80000","125000","145000",,Y,,,Y,Y,,,Y,Y,Y,,,,Y
1,2531357,,독채,"25","83","0","10","13","500000","509000","500000","509000",,,,,Y,,,,Y,Y,Y,,,,Y
2,2531357,,국화,"4","14","0","2","3","99000","245000","159000","279000",,,,,Y,,,,Y,Y,Y,,,,Y
3,2531357,,매화 / 난초,"3","10","0","2","2","89000","215000","145000","265000",,,,,Y,,,,,Y,Y,,,,Y
4,2531357,,대나무,"8","27","0","2","6","129000","285000","175000","305000",,,,,Y,,,,,Y,Y,,,,Y
1,2595871,,누리,"5","15","0","2","3","90000","140000","150000","150000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
2,2595871,,도솔,"5","15","0","2","3","90000","140000","150000","150000",,,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y
3,2595871,,나래,"5","15","0","2","3","90000","140000","150000","150000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
4,2595871,,가연,"3","12","0","2","2","70000","120000","130000","130000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
5,2595871,,도담,"5","15","0","2","3","90000","140000","150000","150000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
6,2595871,,늘봄,"5","15","0","2","3","90000","140000","150000","150000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
1,3102206,,독채 (상현방+하현방),"0","0","1","4","6","0","0","0","0","4인기준(최대 6인) 1박당 1인요금 30,000원입니다. (유아도 1인에 포함됩니다.)",Y,Y,,Y,,,,Y,Y,Y,,Y,Y,Y
1,1972397,,온돌스위트 (온돌),"6","21.2","0","3","4","139000","165000","170000","200000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
2,1972397,,누마루 스위트,"15","50.4","0","6","8","289000","359000","400000","500000",,Y,Y,,Y,Y,,Y,Y,Y,Y,,,Y,Y
3,1972397,,온돌3인,"5","18.9","0","3","4","119000","149000","160000","180000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
4,1972397,,"스위트 슈페리어(온돌룸,침대룸)","9","30.24","0","4","5","189000","229000","250000","300000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
5,1972397,,온돌2인,"4","16.2","0","2","3","89000","129000","120000","150000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
6,1972397,,"패밀리 스위트(온돌룸, 침대룸)","12","40.46","0","4","6","229000","299000","300000","400000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
7,1972397,,온돌스위트 (침실),"6","21.2","0","2","3","139000","165000","170000","200000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
1,2706685,,"4인실 가족룸","4","16","0","4","5","80000","0","90000","0",,Y,,,Y,Y,,,Y,,Y,,,,Y
2,2706685,,"1인실","3","12","0","1","1","29000","35000","0","0",,Y,,,Y,Y,,,Y,,Y,,,,Y
3,2706685,,"2인실 싱글침대형","3","12","0","2","2","40000","50000","0","0",,Y,,,Y,Y,,,Y,,Y,,,,Y
1,2707242,,무열,"6","23","0","2","2","120000","140000","150000","160000",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
2,2707242,,흥무,"6","23","0","2","2","120000","140000","150000","160000",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
3,2707242,,진흥,"6","23","0","2","3","120000","140000","150000","160000",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
4,2707242,,선덕,"6","23","0","2","3","120000","140000","150000","160000",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
5,2707242,,문무,"9","30","0","2","4","150000","170000","180000","190000",,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y
2,3102206,,상현방,"10","33.1","1","2","3","0","0","0","0","* 추가인원 1박당 3만원(영유아도 1인에 포함됩니다)
* 퀸 사이즈 침대 (2인)
* 싱글 토퍼(추가인원 시)준비해 드려요
* 향균매트리스와 호텔식 침구 느티나무 화장대와 의자 ,드라이기, 세면도구,샤워젤,바디로션, 샴푸,트리트먼트,핸드워시가 제공됩니다.
* 식탁과 의자 씽크대, 전자레인지, 전기포트, 토스트기, 냉장고, 차도구가 구비되어있으며 셀프조식(토스트빵, 쥬스,잼, 드립백 커피, 약간의 과일, 스프)이 준비되어 있습니다. 
* 욕실은 반신욕탕이 마련되어 있습니다.",Y,Y,,Y,,,,Y,Y,Y,,Y,Y,Y
3,3102206,,하현방,"8","26.5","1","2","3","0","0","0","0","* 추가인원비용은 1박당 3만원이며 영유아도 1인에 포함됩니다.
* 침실과 주방이 분리되어 있으며 침실은 좌식 슈퍼싱글사이즈 토퍼가 마련되어 있습니다.
* 추가인원은(싱글토퍼)준비해 드려요.
* 식탁과 의자 작은 화장대가 준비되어 있으며, 드라이기, 세면도구, 샤워젤, 바디로션, 샴푸, 트리트먼트, 핸드워시가 제공됩니다. 씽크대와 전자레인지, 전기포트, 토스트기, 냉장고, 차도구가 구비되어 있으며, 셀프조식(토스트빵, 쥬스, 잼, 드립백 커피, 약간의 과일)이 제공됩니다.",Y,Y,,Y,,,,Y,Y,Y,,Y,Y,Y
1,2668037,,문간방,"0","0","0","2","2","70000","0","70000","0",추가인원 불가,Y,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y
2,2668037,,건넌방,"0","0","0","2","2","100000","0","100000","0","추가 인원 1명당 10,000원",Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y
3,2668037,,아래채,"0","0","0","4","4","140000","0","140000","0",추가 인원 1명당 10000원,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y
1,2663296,,덕인당,"0","0","2","4","8","230000","270000","250000","300000",,Y,,,Y,Y,,,,Y,Y,,Y,,Y
2,2663296,,별채,"0","0","2","4","8","230000","270000","250000","300000",,Y,,,Y,Y,,,,Y,Y,,Y,,Y
3,2663296,,"채실, 승실, 나실","0","0","1","2","4","70000","110000","100000","130000",,Y,,,Y,Y,,,,Y,Y,,,,Y
1,2663065,,"1번방","0","0","1","2","2","100000","120000","120000","120000",,,,,Y,Y,,,Y,,,,,,Y
2,2663065,,"2번방","0","0","1","2","2","80000","90000","90000","90000",,,,,Y,Y,,,Y,,,,,,Y
3,2663065,,"3번방","0","0","1","2","2","100000","120000","120000","120000",,,,,Y,Y,,,Y,,,,,,Y
1,2569237,,은행,"0","0","0","2","5","70000","90000","120000","90000","비수기 금요일 8만원
성수기 휴일 전날은 9만원",Y,,,Y,Y,,Y,Y,Y,,,,,Y
2,2569237,,나무,"0","0","0","2","5","70000","90000","120000","0","비수기 금요일 8만원
성수기 휴일 전날은 9만원",Y,,,Y,Y,,Y,,Y,,,,,Y
3,2569237,,길,"0","0","0","2","5","80000","100000","130000","0","비수기 금요일 9만원
성수기 휴일 전날은 10만원",Y,,,Y,Y,,Y,Y,Y,,,,,Y
1,2572817,,역락재,"0","0","0","2","2","60000","60000","60000","60000",,Y,,,Y,Y,,,Y,Y,,,,,Y
2,2572817,,양진채,"0","0","0","2","4","70000","70000","70000","70000",,Y,,,Y,Y,,,Y,Y,,,,,Y
3,2572817,,별채,"0","0","0","2","4","130000","130000","130000","130000",,Y,,,Y,Y,,,Y,Y,,,,,Y
4,2572817,,경청재,"0","0","0","2","4","70000","70000","70000","70000",,Y,,,Y,Y,,,Y,Y,,,,,Y
1,3102164,,묵지,"6","19.8","1","2","2","0","0","180000","180000",,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
2,3102164,,서라벌,"8","26.5","1","2","3","0","0","200000","200000",,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
3,3102164,,해주,"6","19.9","1","2","2","0","0","170000","170000",,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
4,3102164,,금성,"8","26.5","1","2","3","0","0","190000","190000",,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
1,2587355,,찰나,"0","0","0","2","3","0","0","0","0",,,,,,,,,,,,,,,
2,2587355,,몽서루,"0","0","0","2","3","0","0","0","0",,,,,,,,,,,,,,,
3,2587355,,여전,"0","0","0","2","3","0","0","0","0",,,,,,,,,,,,,,,
1,2701396,,"쑥부쟁이, 섬초롱","16","53","0","2","8","70000","180000","150000","350000","편의 시설 기타 : 대청마루
기타 : 비수기 금요일 80,000원 / 준성수기 주중 90,000원, 준성수기 금요일 110,000원, 준성수기 주말 260,000원 / 성수기 금요일 170,000원",,,,Y,Y,,,,Y,,Y,Y,Y,
2,2701396,,"물망초, 초롱꽃","16","53","0","4","8","100000","210000","180000","380000","편의 시설 기타 : 대청마루
기타 : 비수기 금요일 110,000원 / 준성수기 주중 120,000원, 준성수기 금요일 140,000원, 준성수기 주말 290,000원 / 성수기 금요일 200,000원",,,,Y,Y,,,,Y,,Y,Y,Y,
3,2701396,,강아지풀,"15","50","0","2","6","60000","160000","130000","330000","편의 시설 기타 : 개별 테라스
기타 : 비수기 금요일 70,000원 / 준성수기 주중 80,000원, 준성수기 금요일 100,000원, 준성수기 주말 250,000원 / 성수기 금요일 150,000원",,,,Y,Y,,,,Y,,Y,Y,Y,
4,2701396,,"하늘나라, 아지랭이","15","50","0","2","4","50000","150000","200000","270000","편의 시설 기타 : 대청마루
기타 : 비수기 금요일 60,000원 / 준성수기 주중 70,000원, 준성수기 금요일 90,000원, 준성수기 주말 200,000원 / 성수기 금요일 260,000원",,,,Y,Y,,,,Y,,Y,Y,Y,
5,2701396,,"가족실, 단체실","24","80","0","6","12","130000","340000","230000","530000","편의 시설 기타 : 대청마루
기타 : 비수기 금요일 160,000원 / 준성수기 주중 160,000원, 준성수기 금요일 200,000원, 준성수기 주말 470,000원 / 성수기 금요일 300,000원",,,,Y,Y,,,,Y,,Y,Y,Y,
1,2696256,,"101호","0","0","0","2","0","100000","120000","120000","140000",,Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
2,2696256,,"102호","0","0","0","3","4","120000","140000","140000","160000",,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
3,2696256,,"103호","0","0","0","2","3","110000","130000","130000","150000",,Y,,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
1,2047199,,목련,"18","60","0","4","8","200000","300000","250000","350000",,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y
2,2047199,,매화,"12","40","0","2","4","130000","200000","180000","250000",,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y
3,2047199,,연꽃+누마루,"6","20","0","2","4","110000","150000","130000","180000",,Y,,,Y,Y,,Y,Y,Y,Y,,Y,Y,Y
1,2700309,,안채,"0","0","0","6","12","180000","300000","0","0",비수기 금요일 25만원,,,,,Y,,,Y,,,,,Y,Y
2,2700309,,사랑채,"0","0","0","4","6","120000","200000","0","0",비수기 금요일 15만원,,,,,Y,,,Y,,,,,Y,Y
1,3102068,,독채,"4","13.3","1","2","8","260000","420000","0","0",,Y,,,Y,Y,,Y,Y,Y,,,Y,Y,Y
1,2663054,,화백재,"0","0","5","2","2","0","0","0","0",,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y
2,2663054,,유신재,"0","0","5","2","3","0","0","0","0",,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y
3,2663054,,화랑재,"0","0","4","3","4","0","0","0","0",,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y
4,2663054,,선도재,"0","0","1","10","10","0","0","0","0",,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,,Y
1,2662883,,유신,"0","0","0","2","2","80000","110000","80000","110000",커피포트 있음,,,,Y,Y,,,Y,Y,Y,,,,Y
1,2604602,,객실,"0","0","0","2","10","165000","170000","165000","170000",독채 사용 가능,Y,,,Y,,,,Y,Y,Y,,,Y,Y
1,3072218,,"오히, 하나","30","99.06","0","2","8","360000","464000","0","0","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y
2,3072218,,"오히, 두울","30","99.06","0","2","8","400000","504000","0","0","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y
1,2531281,,바다,"10","33","0","2","4","120000","170000","170000","200000","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,,,,,Y,Y,,Y,Y,Y
2,2531281,,백련,"10","33","0","2","4","120000","170000","170000","200000","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,,,,,Y,Y,,Y,Y,Y
3,2531281,,구토란,"15","50","0","2","6","150000","220000","220000","250000","※ 위 정보는 2024년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,,,,,Y,Y,,Y,Y,Y
2,142894,,코모도 스위트,"31","102.47","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
3,142894,,임페리얼 스위트 (트윈 / 온돌),"18","59.5","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
1,2637847,,침대(커플룸),"10","33","18","2","4","60000","80000","80000","100000",※ 위 정보는 2026년 6월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
2,2637847,"50703",침대(트윈룸),"10","33","16","2","5","70000","90000","90000","110000",※ 위 정보는 2026년 6월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
3,2637847,"50704",온돌(한실),"10","33","3","2","5","60000","80000","80000","100000",※ 위 정보는 2026년 6월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
4,2637847,"50705",특실(펜션형),"18","60","4","2","7","110000","130000","150000","180000",※ 위 정보는 2026년 6월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
5,2637847,"50706",특실(펜션형),"18","60","0","2","7","80000","100000","100000","120000",,Y,,,Y,Y,,,Y,Y,Y,,,,Y
1,2652445,,스탠다드더블,"0",,"22","2","2","0","0","0","0",※ 객실 가격 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
2,2652445,,스위트,"0",,"9","2","3","0","0","0","0",※ 객실 가격 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
3,2652445,,패밀리트윈,"0",,"5","2","4","0","0","0","0",※ 객실 가격 전화 문의 요망,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
4,2652445,,스위트,"10","35.64","0","2","3","138000","168000","250000","250000",,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
5,2652445,,스위트 테라스,"7","24.8","0","2","3","158000","178000","280000","280000",,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y
1,232286,,패밀리 취사(뷰프리),"0","42.5","50","4","6","202000","243000","287000","342000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
2,232286,"12084",패밀리 취사(레이크뷰),"0","42.5","33","4","6","232000","273000","317000","372000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
3,232286,"32376",패밀리 취사(펫 프랜들리),"42","42.5","2","4","6","242000","283000","327000","382000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
4,232286,"32377",스위트 취사(뷰프리),"0","62.7","19","5","7","233000","274998","339000","402000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
5,232286,"12085",스위트 취사(엑세서블),"0","62.7","13","5","7","233000","275000","339000","402000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
6,232286,"58093",스위트 취사(펫 프랜들리),"0","62.7","4","5","7","263000","304999","369000","432000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
7,232286,"58094",스위트 취사(레이크뷰),"0","42.5","92","3","4","260000","288000","339000","373000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,Y,Y,Y
8,232286,"58095",디럭스 스위트A(클린 / 뷰프리),"0","42.5","92","3","4","260000","288000","339000","373000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,,Y,Y
9,232286,,디럭스 스위트A(클린 / 레이크뷰),"0","42.5","62","3","4","291000","326000","385000","427000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,,Y,Y
10,232286,,디럭스 스위트B(클린 / 뷰프리),"0","62.7","48","4","5","298000","325000","395000","435000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,,Y,Y
11,232286,,디럭스 스위트B(클린 / 레이크뷰),"0","62.7","56","4","5","322000","363000","441000","488000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,,,Y,Y
12,232286,,프리미어 스위트(취사 / 레이크뷰),"0","86.6","14","5","7","509000","582000","772000","858000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,Y,Y,Y,Y
13,232286,,프레스티지 스위트(취사 / 레이크뷰),"0","107.4","6","6","8","621000","709000","934000","1038000",※ 위 정보는 2025년 12월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,,Y,Y,Y,Y
4,142894,,주니어 스위트 (트윈 / 온돌),"13","42.97","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
5,142894,,슈페리어 온돌,"9","29.75","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
6,142894,,슈페리어 트리플 패밀리,"9","29.75","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
7,142894,,임페리얼 스위트 (더블),"18","59.5","0","2","0","0","0","0","0",※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,Y,Y,,,,,
1,4072014,,독채,"0","81.86","1","2","4","0","0","0","0","침실 1, 침대 2, 욕실 1\n\n라운지는 화녹의 무드를 가장 깊게 체감할 수 있는 공간입니다.\n\n고급 하이파이 오디오 시스템과 와인잔이 놓인 스테이션이 깊고 안정감 있는 사운드로 공간을 채우고,\n토고 소파에 몸을 기대는 순간, 사운드와 오브제가 겹겹이 쌓여 화녹만의 무드가 비로소 완성됩니다.\n통창을 열면 마당과 라운지가 자연스럽게 이어지고, 자쿠지 벽면에 놓인 현무암이 방습 기능을 더해 공간을 한층 쾌적하게 만들어줍니다. 따뜻한 온기 속에서 몸과 마음을 풀고 온전한 쉼을 느껴보세요.",Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
1,3337718,,디럭스룸(호수뷰/산뷰),"11","37","279","2","3","0","0","0","0",※ 위 정보는 2026년 06월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,Y
2,3337718,,패밀리룸(호수뷰/산뷰),"13","44","104","4","5","0","0","0","0",※ 위 정보는 2026년 06월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,Y
3,3337718,,핸디캡(호수뷰/산뷰),"11","38.7","13","3","4","0","0","0","0",※ 위 정보는 2026년 06월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,Y
4,3337718,,스위트(호수뷰/산뷰),"23","77.4","31","3","4","0","0","0","0",※ 위 정보는 2026년 06월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,Y
5,3337718,,키즈컨셉룸(레이싱룸/정글룸/리틀프린세스룸),"23","77.4","3","3","4","0","0","512000","0",※ 위 정보는 2026년 06월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,Y,,Y,Y,,Y,Y,Y,,,,Y,Y
1,3486975,,아방,"0","82","1","2","6","150000","300000","350000","400000",※ 위 정보는 2026년 04월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2,3486975,,가르드,"0","119","1","2","8","200000","360000","400000","500000",※ 위 정보는 2026년 04월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
3,3486975,,더히든독채,"0","145","1","2","10","250000","550000","600000","700000",※ 위 정보는 2026년 04월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
1,3101970,,청운 / 백운,"7","24","2","2","3","130000","180000","130000","180000",※ 위 정보는 2026년 3월에 작성된 정보로 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
2,3101970,,연화,"10","34","1","3","4","180000","220000","180000","230000",※ 위 정보는 2026년 3월에 작성된 정보로 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y
1,3354917,,KINOCK PREMIER,"16","53.8","0","2","2","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
2,3354917,,KINOCK SUITE,"28","92.5","0","2","4","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
3,3354917,,KINOCK DELUXE B,"13","45.6","0","2","4","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
4,3354917,,KINOCK SIGNATURE,"13","45.6","0","2","2","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
5,3354917,,KINOCK DELUXE A,"13","45.6","0","2","4","0","0","0","0",※ 위 정보는 2025년 11월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,Y,,,Y,Y,,,Y,Y,Y,,,,Y
1,3468318,,인,"0","26","1","2","4","130000","130000","180000","180000",※ 위 정보는 2025년 09월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
2,3468318,,채비가,"0","26","1","2","4","130000","130000","180000","180000",※ 위 정보는 2025년 09월에 작성된 정보로 해당 숙박시설 이용 요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y
