"spot_id","name","img","content","address","can_parking","can_pet","crowd_level","overview","homepage","map_x","map_y","content_id","content_type_id","tel"
128526,경주 동궁과 월지,http://tong.visitkorea.or.kr/cms/resource/62/2612562_image2_1.jpg,,경상북도 경주시 원화로 102 (인왕동),,,,"경주 동궁과 월지는 신라 왕궁의 별궁 터이다. 다른 부속건물들과 함께 왕자가 거처하는 동궁으로 사용되면서, 나라의 경사가 있을 때나 귀한 손님을 맞을 때 이곳에서 연회를 베푼 장소이다. 신라가 멸망한 후 이곳에 기러기와 오리가 날아와 기러기 안과 오리 압을 써서 예전엔 안압지로 불렸으나 1980년대 이곳에서 월지-달이 비치는 연못이라는 글자가 새겨진 토기 파편이 발굴되고 삼국 통일 후 문무왕 14년(674)에 큰 연못을 파고 못 가운데에 3개의 섬과 못의 북·동쪽으로 12 봉우리의 산을 만들었으며 여기에 아름다운 꽃과 나무를 심고 진귀한 새와 짐승을 길렀다고 전해지는 내용으로 보아 이곳이 신라시대 때 월지라고 불린 장소로 확인되어 2011년에 경주 동궁과 월지라는 명칭으로 변경되었다.
일제강점기에 철도가 지나가는 등 많은 훼손을 입었던 임해전 터의 못 주변에는 1975년 준설을 겸한 발굴조사에서 회랑지를 비롯해서 크고 작은 건물 터 26곳이 확인되었다. 그 중 1980년에 임해전으로 추정되는 곳을 포함하여 신라 건물 터로 보이는 3곳과 월지를 복원하여 오늘에 이르고 있다. 이곳에서는 많은 유물들이 출토되었는데, 그중 보상화 무늬가 새겨진 벽돌에는 조로 2년 (680)이라는 글자가 새겨져 있어 임해전이 문무왕 때 만들어진 것임을 뒷받침해 주고 있다. 대접이나 접시도 많이 나왔는데 이것은 신라무덤에서 출토되는 것과는 달리 실제 생활에 사용되었던 것으로 보인다. 임해전은 별궁에 속해 있던 건물이지만 그 비중이 매우 컸던 것으로 보이며 월지는 신라 원지를 대표하는 유적으로서 연못 가장자리에 굴곡을 주어 어느 곳에서 바라보아도 못 전체가 한눈에 들어올 수 없게 만들었다. 이는 좁은 연못을 넓은 바다처럼 느낄 수 있도록 고안한 것으로 신라인들의 예지가 돋보인다. 동궁에는 임해전을 비롯해 총 27동의 건물이 있었음이 확인되었고 현재는 3채만 복원되었고 그 건물을 비추는 화려한 조명과 월지에 반사된 모습은 경주의 대표 야경명소로 뽑힌다.","경주문화관광 <a href=""https://www.gyeongju.go.kr/tour/page.do?cmd=2&mnu_uid=2517&chaNo=3236""target=""_blank"" title=""새창:  경주문화관광 홈페이지로 이동"">http://www.gyeongju.go.kr/tour</a><br>경주시설관리공단 <a href=""https://gjfmc.or.kr/gjsiseol/facility/facilityTab1.do?menuNo=221&classId=TOUR&itemId=T0000006"" target=""_blank"" title=""새창: 경주시설관리공단 홈페이지로 이동"">https://gjfmc.or.kr/gjsiseol</a>",129.2283747104,35.8352023996,128526,12,
2840855,화산숯불&손두부,http://tong.visitkorea.or.kr/cms/resource/42/2840842_image2_1.jpg,,경상북도 경주시 천강로 460,,,,"화산숯불은 경상북도 경주시 천북면 화산리 소재 화산한우숯불단지 내에 있다. 30년 이상 영업 중인 한우 맛집으로 이름 높다. KBS 2TV 시사 교양 프로그램 생생 정보통에 출연한 바 있다. 대표 메뉴는 갈빗살 소금구이다. 이 밖에 갈빗살 양념구이, 육회, 등심, 안창살, 냉면, 집된장찌개 등을 맛볼 수 있다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 북경주 IC에서 가깝고, 인근에 루나엑스 골프장이 있다.",,129.2877918634,35.9275264313,2840855,39,
2906819,"1925감포",http://tong.visitkorea.or.kr/cms/resource/91/2906791_image2_1.jpg,,경상북도 경주시 감포안길 15,,,,"1925감포는 경상북도 경주시 감포읍 감포리에 있다. 감포항이 개항하던 1925년이었던 것에 영감받아 카페가 만들어졌다. 인테리어 내부는 약 30년 동안 폐업한 옛날 목욕탕을 리모델링하여 카페로 탈바꿈한 공간이다. 외관은 빈티지한 멋과 현대적인 감각이 돋보인다. 감성적인 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 부표가 동동 떠 있는 부표라떼이다. 이밖에 아메리카노, 감포비취, 산내 어서오곡, 송대말의 오후, 고아라의 아침 등 이색 음료와 디저트 등을 맛볼 수 있다.","공식 인스타그램 <a href=""https://www.instagram.com/1925gampo""target=""_blank"" title=""새창 : 1925감포 인스타그램으로 이동"">https://www.instagram.com/1925gampo</a>",129.5015766453,35.8057109112,2906819,39,
2771020,성호리조트,http://tong.visitkorea.or.kr/cms/resource/72/2771272_image2_1.jpg,,경상북도 경주시 외동읍 영지로 636,,,,"성호리조트는 경상북도 경주시 외동읍에 자리 잡은 콘도형 리조트이다. 140여 개의 객실과 기업 모임이나 세미나, 예식홀로 이용 가능한 소형과 대형 연회장이 있다. 객실은 패밀리룸, 슈페리어룸, 엠버서더 스위트, 디럭스 스위트, 로열 스위트 등을 갖추었고 부대시설로는 연회장을 비롯해 야외 수영장, 승마장, 휘트니스 클럽, 레스토랑, 편의점, 카페, 사우나, 노래연습장, 바비큐장 등이 있다.",,129.3089196936,35.7637203182,2771020,12,
2743753,월계수 캠핑장,http://tong.visitkorea.or.kr/cms/resource/98/2744198_image2_1.jpg,,경상북도 경주시 산내면 문복로 758,,,,"월계수 오토캠핑장은 경북 경주시 산내면에 위치해 있다. 계곡과 인접해 있어 휴가철 물놀이와 캠핑을 병행할 수 있고 빼곡한 숲에 둘러싸여 있어 청량감 넘치는 캠핑을 만끽할 수 있다. 캠핑장은 파쇄석 27면과 데크 5면, 총 32면으로 사이트 크기는 가로 7m 세로 8m다. 개인 트레일러와 카라반 출입이 자유롭고 소형견에 한해 동반 입장도 가능하다. 관리소에서 릴선, 화로대 등 캠핑 장비를 대여할 수 있다.",,129.0578629973,35.6972175393,2743753,28,
2738038,콩이랑,http://tong.visitkorea.or.kr/cms/resource/56/2738256_image2_1.jpg,,경상북도 경주시 보불로 97 (하동),,,,"콩이랑의 대표 메뉴는 콩이랑 정식이다. 2인 이상 주문할 수 있는데 각자 먹고 싶은 찌개를 선택할 수 있다. 찌개는 옛날순두부, 김치순두부, 청국장순두부, 비지찌개로 4종류다. 개인별로 찌개를 선택하면 고추장불고기, 쌈 채소, 15가지 반찬이 나온다. 이 밖에도 황태구이정식, 돈가스 등을 맛볼 수 있다. 인근에 세계문화유산인 석굴암이 있어 연계 관광이 손쉽다.",,129.3132268159,35.7930115416,2738038,39,
2903605,타베르나,http://tong.visitkorea.or.kr/cms/resource/89/2903589_image2_1.jpg,,경상북도 경주시 첨성로81번길 18,,,,"타베르나는 경상북도 경주시 황남동에 있다. 한옥으로 지어진 덕분에 외관에서 고풍스러운 멋이 풍긴다. 세련된 분위기를 연출하는 인테리어도 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 프랑스 음식인 크헤벳 앙 프레슈흐, 브랑다드, 푸아그라 떼린 등이 있다. 경주 IC에서 가깝고 주변에 첨성대를 비롯해 국립경주박물관, 경주 교촌한옥마을 등 경주의 유명 관광지가 많다.","<a href=""https://blog.naver.com/taverna_seo""target=""_blank"" title=""새창 : 타베르나 블로그로 이동"">https://blog.naver.com/taverna_seo</a>",129.2113206584,35.8348660036,2903605,39,
2902110,하누가물애,http://tong.visitkorea.or.kr/cms/resource/01/2902101_image2_1.jpg,,경상북도 경주시 보불로 319,,,,"하누가물애는 경상북도 경주시 하동에 위치하고 있다. 한옥으로 지어진 덕분에 외관에서 고풍스러운 멋이 풍긴다. 깔끔한 분위기를 연출하는 인테리어도 눈에 띈다. 대표 메뉴는 한우물회이다. 한우물회는 살얼음 육수와 신선한 한우의 조화로 풍미가 있다. 이 밖에 육회비빔밥, 육회, 떡불고기, 치즈불고기, 한우국밥 등을 맛볼 수 있다. 넓은 주차장을 보유하고 있어 가족 모임이나 차량 방문에 용이하다.",,129.3065296548,35.8114121172,2902110,39,
2907343,달개비,http://tong.visitkorea.or.kr/cms/resource/37/2907337_image2_1.jpg,,경상북도 경주시 숲머리길 130-2,,,,"달개비는 경상북도 경주시 보문동에 있다. 한옥으로 지어진 덕분에 외관에서 고풍스러운 멋이 풍긴다. 예스러운 분위기를 연출하는 인테리어도 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 꼬막돌솥정식이며 매콤짜글눈꽃치즈도 인기가 많다. 이 밖에 곤드레돌솥정식, 전복영양돌솥정식, 홍합돌솥정식 등 여러 돌솥밥 메뉴가 준비되어 있다. 경주 IC에서 가깝고 주변에 보문관광단지와 경주동궁원이 있다.","<a href=""http://instagram.com/dalgaebi__""target=""_blank"" title=""새창 : 달개비 인스타그램으로 이동"">http://instagram.com/dalgaebi__</a>",129.2502587267,35.8414215549,2907343,39,
2905359,가마솥 양푼이 밥상,http://tong.visitkorea.or.kr/cms/resource/42/2905342_image2_1.jpg,,경상북도 경주시 북군3길 12-1,,,,"가마솥 양푼이 밥상은 경상북도 경주시 북군동에 있다. 고풍스러운 멋을 풍기는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 있어 각종 모임을 하기 좋다. 대표 메뉴는 꼬막+간장게장 정식이다. 전복 쪽갈비찜, 소고기 버섯전골, 묵은지 쪽갈비 김치전골, 더덕+산채 야채 양푼이비빔밥 등도 준비되어 있다. 경주 IC에서 가깝고 주변에 보문관광단지와 경주동궁원이 있다.","<a href=""https://www.instagram.com/bomoon_3409""target=""_blank"" title=""새창 : 가마솥 양푼이 밥상 인스타그램으로 이동"">https://www.instagram.com/bomoon_3409</a>",129.2645765871,35.8529760771,2905359,39,
3102164,황남별곡,,,경상북도 경주시 포석로 1078-7 (황남동),,,,"황남별곡은 KCIA에서 3년 연속 경주 숙박 분야 우수 업체로 선정되었다. 유명한 사진 스팟존과 천마총이 있는 대릉원, 첨성대, 야경이 압권인 동굴과월지(압압지) 와 월정교등이 도보이동이 가능하다. 객실은 개별적으로 독립되어 있어 개인적인 시간을 보낼 수 있다.","<a href=""https://cherryblossoms282.modoo.at/"" target=""_blank"" title=""황남별곡(으)로 이동"">https://cherryblossoms282.modoo.at//</a>",129.2103206756,35.8373573704,3102164,32,
127487,경주엑스포대공원,http://tong.visitkorea.or.kr/cms/resource/40/3537940_image2_1.jpg,,경상북도 경주시 경감로 614 (천군동),,,,"경주엑스포대공원은 1998년 세계 최초로 문화예술을 주제로 한 문화박람회 '경주세계엑스포'가 열린 곳이다. 이후 20여 년간 10차례에 걸쳐 경주세계엑스포의 개최 장소로 한국인의 문화 자긍심을 높이고 인류 문화 발전에 이바지하였다. 현재는 다양한 전시·영상·공연·체험 문화콘텐츠를 바탕으로 연인과 친구, 가족이 함께 찾고 즐기는 경주의 명소이다. 주요 시설로는 경주타워, 경주솔거미술관, 비움명상길, 루미나이트 등이 있다. 이 외에도 타임리스 미디어아트, 자연사 박물관, 경주세계문화엑스포기념관 등 다양한 시설이 갖추어져 있다.","경주엑스포대공원 <a href=""https://www.cultureexpo.or.kr/open.content/ko/"" target=""_blank"" title=""새창 : 경주엑스포대공원 홈페이지로 이동"">https://www.cultureexpo.or.kr/</a>",129.2895443842,35.8340564631,127487,12,
1873982,신라부티크호텔 프리미엄,http://tong.visitkorea.or.kr/cms/resource/59/2602459_image2_1.jpg,,경상북도 경주시 강변로 200 (노서동),,,,"신라부티크호텔 프리미엄은 어린이 전용 객실을 갖춘 가족특화형 호텔이다. 키즈룸에는 낙상사고를 방지하도록 저상형 침대를 비치해놓았다. 투숙객에게 스크린골프 할인권을 제공하고, 키즈룸 이용시에는 키즈파크 어린이 무료 이용권도 제공한다. 터미널과 도보 5분 거리, 신경주역에서 버스 20분 거리, 경주시 대부분 관광지를 자차로 10분 내에 갈 수 있는 점이 이곳만의 자랑이다.",,129.2015352189,35.8414150801,1873982,32,
2737961,펜션600 캠핑장,http://tong.visitkorea.or.kr/cms/resource/61/2738061_image2_1.jpg,,경상북도 경주시 장골길 61 (동방동),,,,"펜션600은 경북 경주시 동방동에 자리 잡았다. 경주시청을 기점으로 6㎞ 정도 자동차로 운전하면 15분 안팎에 도착한다. 이곳 캠핑장은 숲으로 둘러싸여 있어 자연 그대로를 체감할 수 있다. 더불어 카페, 세미나실, 수영장, 노래방, 족구장, 당구장 등 알찬 부대시설이 있어 캠핑 외에도 즐길 거리가 많다. 캠핑장에는 카라반 7대가 있다. 4대는 대형이며, 3대는 소형이다. 객실에는 침대, 소파, 테이블, 에어컨, 개수대, 취사도구, 식기류, 화장실, 샤워실 등이 비치되어 있다. 외부 전용 데크에는 비바람을 막아줄 어닝 아래 바비큐 시설을 완비했다.
캠핑장 주변으로는 보문관광단지, 첨성대, 황룡사지 등 경주를 대표하는 관광지가 많다. 인근에 음식점도 많아 식도락을 즐기기에 좋다.","<a href=""http://www.pension600.kr/"" target=""_blank"" title=""새창 : 펜션600 홈페이지로 이동"">http://www.pension600.kr/</a>",129.2582587691,35.8153496482,2737961,28,
1959160,장산서원,http://tong.visitkorea.or.kr/cms/resource/92/3412392_image2_1.jpg,,경상북도 경주시 안강읍 옥산서원길 377-2,,,,"경주 장산서원은 1780년(정조 4)에 지방 유림의 공의로 이전인의 학문과 덕행을 추모하기 위해 경상도 영천군 임고면 수성리에 창건하여 위패를 모셨다. 이전인은 조선 중기의 성리학자 회재 이언적의 서자로 태어났으며 효성이 지극하여 부친 이언적이 정미사화에 연루되어 강계로 유배될 때 동행하여 시중을 들었고 이언적의 학문과 행적을 세상에 널리 알리는 데 힘을 다하였다. 장산서원은 선현배향과 지방교육의 일익을 담당해 오던 중 1868년(고종 5) 대원군의 서원철폐로 훼철되었다. 후손들에 의해 2006년 11월에 경주시 안강읍 옥산리에 복원되었다. 2008년 4월 11일 장산서원 복원 건립기념식이 거행되었다. 경내 건물로는 선계묘, 지습당, 심고재 등이 있다. 서원의 유물로는 문집이 보관되어 있다.",,129.1577616587,36.0227437566,1959160,12,
2384260,반딧불이캠핑장,http://tong.visitkorea.or.kr/cms/resource/47/3555847_image2_1.jpg,,경상북도 경주시 산내면 대현길 250-13,,,,"경주시 산내면에 위치한 반딧불이캠핑장은 자연을 벗 삼아 캠핑을 즐길 수 있는 곳이다. 봄엔 벚꽃, 여름엔 푸르게 우거진 나무 그늘, 가을엔 형형색색 물든 낙엽, 겨울엔 운치 있는 눈까지 모두 감상할 수 있는 캠핑장이다. 캠핑장은 일반야영장과 방갈로가 준비되어 있다. 사이트의 크기는 구역 별로 조금씩 다르기 때문에 방문 전에 확인하는 것이 좋다.","다음카페 <a href=""http://cafe.daum.net/kjautomcamping"" target=""_blank"" title=""새창 : 반딧불이캠핑장 다음카페로 이동"">http://cafe.daum.net/kjautomcamping</a><br>인스타그램 <a href=""https://www.instagram.com/bandycamping/"" target=""_blank"" title=""새창 : 반딧불이캠핑장 인스타그램으로 이동"">https://www.instagram.com/bandycamping</a>",129.074172245,35.7126910994,2384260,28,
2002492,경주 버드파크,http://tong.visitkorea.or.kr/cms/resource/86/3479386_image2_1.jpg,,경상북도 경주시 보문로 74-14,,,,"기존의 우리에 갇힌 동물을 밖에서 보는 것이 아니라, 커다란 새 장 속으로 직접 들어가서 새들을 만지고 어깨에 올려보고 하는 공간이라는 점이 독특한 방식이다. 새도 행복하고 구경하는 관람객도 행복한 구조로 설계가 되어 있다. 국내 최초의 체험형 화조원인 경주버드파크는 1층 전체가 생태체험관으로 구성되어 있다. 주로 조류가 90% 정도를 차지하며, 파충류, 어류, 기타 소동물 등이 있다. 2층은 전시체험관으로 구성되어 있으며, 야외체험장이 있다.경상북도 1호로 전문동물원 박물관 등록기관으로 국제희귀 동물의 수입 및 전시가 가능한 시설이다.","<a href=""http://www.birdparks.co.kr"" target=""_blank"" title=""새창 : 경주 버드파크 홈페이지로 이동"">http://www.birdparks.co.kr</a>",129.2627490602,35.8498125109,2002492,12,
1829267,경주횟집 지중해,http://tong.visitkorea.or.kr/cms/resource/22/3551222_image2_1.jpg,,경상북도 경주시 알천북로 325 (동천동),,,,"경주시 동천동에 위치한 경주횟집 지중해는 다양한 해산물을 즐길 수 있는 곳이다. 메뉴는 생선회, 전복 등의 해산물을 1인 1접시로 차려 대접받는 느낌을 주는 모둠회와 생선회, 모둠구이, 랍스터 구이 또는 대게다리 등 다양한 해산물로 구성되어 있는 지중해 스페셜 코스요리 등이 있다. 이외에도 광어, 우럭, 참가자미, 자연산 잡어 등을 싱싱하게 회로 맛볼 수 있으며, 물회와 횟밥 등의 메뉴도 준비되어 있다.","<a href=""http://www.xn--289au2w7xlnya.kr/"" target=""_blank"" title=""새창 : 경주지중해횟집 홈페이지로 이동"">http://www.경주맛집.kr</a>",129.2331545784,35.8446375352,1829267,39,
2736662,낙지마실,http://tong.visitkorea.or.kr/cms/resource/10/2736910_image2_1.jpg,,경상북도 경주시 북군길 9 (북군동),,,,"낙지마실은 경주 보문단지에 위치해있고 대표 메뉴는 낙곱새이다. 이 밖에 낙지볶음, 낙지해물전 등을 판다. 모든 메뉴는 포장해갈 수 있다. 2층 건물의 대형업소로 200명이 이용할 수 있다. 단체 회식 장소로 적합하고 예약도 가능하다. 경주 지역의 특색을 살린 낙곱새 전문점으로 신선한 재료와 정성스러운 조리로 맛집이다. 바삭한 낙지해물전도 인기가 많다. 이곳 주변에는 첨성대, 경주교촌한옥마을, 국립경주박물관 등 경주의 유명 관광지가 많다.",,129.2630073183,35.8516234226,2736662,39,
2762572,에덴 오토 캠핑장,http://tong.visitkorea.or.kr/cms/resource/78/2763078_image2_1.JPG,,경상북도 경주시 감포읍 동해안로 2507-2,,,,"에덴 오토 캠핑장은 경북 경주시 감포읍에 위치한 캠핑장이다. 캠핑장 안에서도 푸르른 바다를 조망할 수 있으며 파도소리가 노래처럼 들려오는 곳이다. 캠핑장뿐만 아니라 펜션도 이용할 수 있다. 수영장과 놀이터, 물놀이 시설이 있어 여름에 아이들과 함께 즐기기에도 좋다. 주변의 경주 유명 관광지를 즐기기에도 좋다. 반려동물 동반은 불가하다.","<a href=""http://www.edenpension.kr/main.php/"" target=""_blank"" title=""새창 : 에덴 오토 캠핑장 홈페이지로 이동"">http://www.edenpension.kr/main.php/</a>",129.5093725908,35.8264031717,2762572,28,
2840402,양남해물칼국수,http://tong.visitkorea.or.kr/cms/resource/94/2840394_image2_1.jpg,,경상북도 경주시 동해안로 472,,,,"양남해물칼국수는 경상북도 경주시 양남면에 위치한 칼국수집이다. 읍천항 갤러리에서 하서항에 이르는 파도소리길 구간에 있다. 주상절리 바닷가에 위치해 있어 바다를 보며 칼국수를 먹을 수 있다. 대표메뉴는 신선한 해물과 국내산 청정지역의 쑥으로 직접 뽑은 면이 어우러진 해물칼국수다. 겉은 바삭하고 속은 촉촉한 해물파전도 별미다. 이 밖에 해장용으로 좋은 얼큰칼국수를 비롯해 들깨칼국수, 왕만두 등도 맛볼 수 있다.",,129.4725770819,35.6849350736,2840402,39,
2876473,벤자마스,http://tong.visitkorea.or.kr/cms/resource/54/2876454_image2_1.jpg,,경상북도 경주시 알천북로 369,,,,경주 벤자마스 카페는 경상북도 경주에 위치한 고급스러운 카페이다. 세련된 인테리어와 여유로운 공간을 제공하며 다양한 커피와 디저트 메뉴가 인기 있다. 특히 정성스럽게 준비된 커피와 디저트가 매력적이며 경주 관광을 즐기는 방문객들에게 사랑받는 명소다. 자연과 어우러진 고즈넉한 분위기 속에서 편안하게 시간을 보낼 수 있어 많은 사람들에게 인기가 있다.,,129.2378458749,35.8431988978,2876473,39,
3532598,월하,,,경상북도 경주시 북성로51번길 7 (서부동),,,,"50년 된 한옥을 개축하여 전통미와 현대적 편의가 조화된 독채 스테이입니다.
두 개의 침실, 감성적인 거실, 족욕 공간과 빔스크린이 마련되어 있습니다.
야외 노천탕과 아름다운 정원과 벤치가 있어 사계절 내내 여유로운 휴식을 즐길 수 있습니다.
고급 어메니티, 발뮤다커피머신, 다이슨드라이기 등 품격있는 스테이를 제공합니다.",http://wolha-stay.com,129.20741507,35.8480672181,3532598,32,
3532883,소풍한옥풀빌라,,,경상북도 경주시 북군3길 12-58 (북군동),,,,"‘소풍’은 역사가 배어있는 천년고도 경주에 먼 곳에서 찾아오신 손님이 편안히 머무시길 바라는 마음이 담긴 숙소입니다. 
한옥만의 고즈넉한 분위기와 향기 속에서 일상에서 지친 몸과 마음을 치유하고 여유로움과 쉼의 정취를 마음껏 느끼면서 휴식을 취하실 수 있습니다.",https://picnicpension.imweb.me,129.2670290677,35.8558535767,3532883,32,
3532968,황남별채,,,경상북도 경주시 금성로196번길 15-3 (사정동),,,,"황리단길의 감성을 고스란히 담은 한옥 스테이, 황남별채는 전통미와 현대적인 편안함이 공존하는 공간입니다. 5년간의 숙소 운영 경험을 바탕으로, 세심한 손길로 완성된 이곳은 성인만을 위한 조용하고 아늑한 휴식을 제공합니다. 경주의 대표 명소들과 도보 10분 이내로 연결되어 있어, 여행과 여유를 동시에 누릴 수 있습니다. 한옥의 정취를 살리면서도 프라이버시와 청결, 방음까지 고려한 구조로 머무는 모든 순간이 편안합니다.",www.cherryblossoms282.com,129.2089902991,35.8351520392,3532968,32,
2753398,월성원자력홍보관,http://tong.visitkorea.or.kr/cms/resource/70/3543270_image2_1.jpg,,경상북도 경주시 양남면 동해안로 671,,,,"경주시에 위치한 월성원자력홍보관은 우리 곁에 늘 있지만 잘 알지 못했던 에너지와 원자력에 대해 깊이 있게 배울 수 있는 공간이다. 에너지의 역사와 함께 전기에너지의 발생 원리, 원자력 발전이 이뤄지는 과정, 그리고 방사선의 신비한 세계에 이르기까지 다양한 주제를 전시하고 있다. 특히 아이들과 청소년들이 쉽고 재미있게 이해할 수 있도록 구성된 전시물과 영상자료, 체험형 게임 등이 풍부하게 마련되어 있어 교육적인 효과도 뛰어나다. 현장학습이나 가족 단위의 방문에도 매우 적합한 이 홍보관은 과학에 대한 호기심을 자극하고, 에너지에 대한 올바른 인식을 심어주는 장소이다.","<a href=""http://www.khnp.co.kr/"" target=""_blank"" title=""새창 : 월성원자력홍보관  사이트로 이동"">http://www.khnp.co.kr/</a>",129.470154567,35.7026024834,2753398,14,
126167,기림사,http://tong.visitkorea.or.kr/cms/resource/22/3542922_image2_1.jpg,,경상북도 경주시 양북면 기림로 437-17,,,,"기림사는 신라 선덕여왕 때 창건된 사찰이며, 처음에는 임정사라 불리다 원효가 도량을 확장하면서 기림사로 개칭하였다. 기림사는 크게 두 구역으로 나뉘어 있는데, 비로자나불을 모신 대적광전이랑 500년 이상 된 큰 보리수나무가 있는 지역과 보 박물관, 삼성각, 명부전, 관음전 등이 있는 지역이다. 대적광전은 기림사의 본전으로 배흘림기둥의 다포식 단층 맞배지붕의 건물이며 조선 초기 불상의 전형을 갖춘 삼존불을 모시고 있다. 대적광전과 진남루 사이 서쪽에 오백나한전이 있고, 그 바로 앞에 3층 석탑이 있다. 성보박물관에는 보물로 지정된 건칠보살 반가상과 비러자나불 복장전적과 목비, 석조 토제지미 등 많은 문화유산 자료들이 있다. 

기림사에는 오종수라고 불리는 다섯 가지 맛을 내는 물이 유명하다. 차를 끓여 마시면 맛이 으뜸이라는 감로수와 그냥 마셔도 마음이 편안하다는 화정수, 기골이 장대해진다는 장군수, 눈이 맑아진다는 명안수, 물빛이 너무 좋아 까마귀가 쪼았다는 오탁수가 그것이다. 그러나 일제강점기 때 장군이 태어날까 두려워 장군수의 물길을 막아버렸고 지금은 네 곳만 물이 솟아 나오고 있다. 기림사에서는 산사체험 프로그램과 템플스테이도 운영하는데 휴식을 취할 수 있는 자율형과 예불 참여와 108배 등 스님과 함께하는 체험형이 있다. 계절별 테마로 구성되어 봄에는 녹차 만들기, 여름에는 용연폭포에서 명상의 길 체험, 가을에는 연차 시음하기 및 산사음악회 관람, 겨울에는 타종식과 동해의 해맞이도 볼 수 있다. 그 밖에 만다라 그리기, 마하사 여름수련회, 어린이 여름불교 학교도 체험해 볼 수 있다.","<a href=""http://www.kirimsa.net/index.html"" target=""_blank"" title=""새창 : 홈페이지로 이동"">http://www.kirimsa.net/index.html</a>",129.4031454455,35.8377165388,126167,12,
2742072,삼릉숲,http://tong.visitkorea.or.kr/cms/resource/99/3542499_image2_1.jpg,,경상북도 경주시 배동,,,,"삼릉숲은 경주 남산 서쪽에 위치한 소나무 숲으로 삼릉이 위치해 있으며, 능 주변으로 아름드리 도래솔이 군무하듯 조화를 이루고 있는 곳이다. 경주 남산은 북쪽의 금오산과 남쪽의 고위산 모두를 이르는 것으로 고대국가 신라의 중요한 국사를 의논하던 사령지이면서 초기 궁궐지, 왕릉, 불교 조각 등 수많은 문화유산이 분포되어 있는 신라와 경주의 신령스러운 공간이다. 그리고 김시습이 남산 금오산실에 머물면서 우리나라 최초 소설 금오신화 등 다양한 저술 활동을 한 문학적 고향이기도 하다. 경주는 다양한 역사 수림을 간직한 역사 도시로 사진작가들에게 숲 촬영지로 가장 유명하다. 구불구불한 소나무들 사이로 내리는 햇빛은 가히 환상적이며 봄날 소나무 사이로 피는 진달래도 진풍경 중 하나이다.","<a href=""https://www.gyeongju.go.kr/tour/page.do?cmd=2&mnu_uid=2517&chaNo=3300""target=""_blank"" title=""새창 : 경주시 문화관광 홈페이지 이동"">https://www.gyeongju.go.kr/tour/</a>",129.2095330093,35.7967897114,2742072,12,
1867200,계림궁,,,경상북도 경주시 포석로 932 (탑동),,,,"계림궁은 문화체험, 한옥체험, 전통놀이 등을 즐길 수 있는 경주 전통 한옥 숙박시설이다. 한국관광공사에서 우수 한옥체험 숙박시설로 인증받았으며, 경주시건축상을 수상한 바 있다. 시림, 알지, 아사달, 아사녀, 요석 등 6개의 객실이 있으며, 각 객실은 온돌방, 거실, 주방, 욕실로 구성되어 있다. TV, 에어컨, 냉장고, 가스레인지, 전기밥솥, 식기류, 욕실용품, 헤어드라이기, 1회용 칫솔 등 편의시설도 완비되어 있다. 야외 원두막과 바비큐 시설, 넓은 주차장이 마련되어 있으며, 전통 가마솥 불 붙이기, 널뛰기, 윷놀이, 경주문화 해설 등 다양한 전통 체험도 가능하다.","<a href=""http://www.kelimgung.co.kr"" target=""_blank"" title=""새창 : 계림궁 홈페이지로 이동"">http://www.kelimgung.co.kr</a>",129.2111959697,35.8243421893,1867200,32,
2774279,분황사 청보리밭,http://tong.visitkorea.or.kr/cms/resource/72/3538772_image2_1.jpg,,경상북도 경주시 분황로 94-11,,,,"경주의 분황사 주변에는 매년 봄 싱그러운 청보리밭이 펼쳐진다. 추석 직후에 파종한 보리가 이듬해 봄부터 초여름까지 색다른 볼거리를 제공하는 것으로 분황사 주차장에서 황룡사지 방향을 바라보면 황룡사 역사문화관을 배경으로 짙푸른 청보리밭이 끝도 없이 펼쳐진다. 파란 하늘과 따스한 햇살, 봄바람에 일렁이는 청보리가 보는 이들의 마음을 설레게 한다. 해 질 무렵에는 노을에 물든 청보리가 황금빛으로 반짝이며 천년 경주의 매력을 더한다.",,129.233424118,35.8404657892,2774279,12,
2756704,또봇정크아트뮤지엄,http://tong.visitkorea.or.kr/cms/resource/97/3537897_image2_1.jpg,,경상북도 경주시 경감로 614,,,,"또봇정크아트뮤지엄은 경북 경주시 경주엑스포공원 내 장보고관에 자리 잡고 있다. 뮤지엄은 변신 자동차 또봇을 모델로 하고 있어서 어린이들이 정크아트와 아트 트릭 미술을 쉽게 이해하고 경험할 수 있다. 거대한 또봇을 눈앞에서 볼 수 있어 아이와 함께 방문하기 좋다. 배지 만들기, 권투 로봇 체험, 로봇 자동차 체험 등도 마련되어 있다. 주변에는 블루원 디아너스 CC, 경주블루원블루스카이글램핑이 있어 함께 방문하기 좋다.",,129.2882640602,35.8298874643,2756704,14,
